#index	name	val		verr	vlow	vhi		step
0		a		0		0.1		0.8		3.0		0.002
1		b		0.2674		0.1		0.3		2.0		0.002
2		c		0		0.1		1.0		3.0		0.002
3		d		0.2638		0.1		0.1		1.0		0.002


