230	0
200	1
200	2
200	3
200	4
200	5
210	6
200	7
200	8
220	9
200	10
190	11
200	12
200	13
280	14
200	15
230	16
230	17
230	18
220	19
290	20
250	21
250	22
210	23
210	24
210	25
205	26
215	27
215	28
220	29
235	30
200	31
190	32
190	33
190	34
190	35
190	36
190	37
190	38
190	39
190	40
190	41
190	42
190	43
190	44
190	45
190	46
200	47
190	48
190	49
190	50
190	51
190	52
190	53
190	54
190	55
190	56
190	57
190	58
225	59
202	60
200	61
220	62
190	63
200	64
200	65
200	66
200	67
200	68
200	69
200	70
200	71
200	72
200	73
200	74
200	75
200	76
200	77
200	78
200	79

