455	0
4095	1
4095	2
4095	3
4095	4
478	5
533	6
426	7
466	8
4095	9
456	10
489	11
445	12
472	13
488	14
481	15
426	16
462	17
423	18
436	19
516	20
430	21
4095	22
429	23
437	24
454	25
430	26
441	27
313	28
450	29
428	30
403	31
369	32
373	33
4095	34
377	35
393	36
349	37
350	38
351	39
4095	40
4095	41
4095	42
4095	43
4095	44
4095	45
4095	46
4095	47
393	48
402	49
389	50
437	51
390	52
385	53
367	54
392	55
379	56
398	57
354	58
403	59
401	60
367	61
431	62
338	63
4095	64
4095	65
4095	66
4095	67
4095	68
4095	69
4095	70
4095	71
4095	72
4095	73
4095	74
4095	75
4095	76
4095	77
4095	78
4095	79

