344.0	0
426.0	1
548.0	2
671.0	3
851.0	4
1086.0	5
1261.0	6
1633.0	7
1916.0	8
2409.0	9
2826.0	10
3270.0	11
3974.0	12
4511.0	13
4539.0	14
4361.0	15
2569.0	16
3477.0	17
4377.0	18
5391.0	19
6773.0	20
7232.0	21
7575.0	22
7619.0	23
6670.0	24
5736.0	25
4611.0	26
3635.0	27
2873.0	28
2221.0	29
1387.0	30
867.0	31
303.0	32
382.0	33
481.0	34
626.0	35
772.0	36
922.0	37
1060.0	38
1306.0	39
1619.0	40
1953.0	41
2254.0	42
2570.0	43
3040.0	44
3346.0	45
3179.0	46
2852.0	47
2651.0	48
3522.0	49
4376.0	50
5347.0	51
6112.0	52
6792.0	53
7139.0	54
7114.0	55
6746.0	56
6104.0	57
5207.0	58
4338.0	59
3497.0	60
2705.0	61
1852.0	62
1214.0	63
