500	4096	!	0
500	4096	!	1
500	4096	!	2
500	4096	!	3
500	4096	!	4
500	4096	!	5
500	4096	!	6
500	4096	!	7
500	4096	!	8
500	4096	!	9
500	4096	!	10
500	4096	!	11
500	4096	!	12
500	4096	!	13
500	4096	!	14
500	4096	!	15
500	4096	!	16
500	4096	!	17
500	4096	!	18
500	4096	!	19
500	4096	!	20
500	4096	!	21
500	4096	!	22
500	4096	!	23
500	4096	!	24
500	4096	!	25
500	4096	!	26
500	4096	!	27
500	4096	!	28
500	4096	!	29
500	4096	!	30
500	4096	!	31
500	4096	!	32
500	4096	!	33
500	4096	!	34
500	4096	!	35
500	4096	!	36
500	4096	!	37
500	4096	!	38
500	4096	!	39
500	4096	!	40
500	4096	!	41
500	4096	!	42
500	4096	!	43
500	4096	!	44
500	4096	!	45
500	4096	!	46
500	4096	!	47
500	4096	!	48
500	4096	!	49
500	4096	!	50
500	4096	!	51
500	4096	!	52
500	4096	!	53
500	4096	!	54
500	4096	!	55
500	4096	!	56
500	4096	!	57
500	4096	!	58
500	4096	!	59
500	4096	!	60
500	4096	!	61
500	4096	!	62
500	4096	!	63
500	4096	!	64
500	4096	!	65
500	4096	!	66
500	4096	!	67
500	4096	!	68
500	4096	!	69
500	4096	!	70
500	4096	!	71
500	4096	!	72
500	4096	!	73
500	4096	!	74
500	4096	!	75
500	4096	!	76
500	4096	!	77
500	4096	!	78
500	4096	!	79
500	4096	!	80
500	4096	!	81
500	4096	!	82
500	4096	!	83
500	4096	!	84
500	4096	!	85
500	4096	!	86
500	4096	!	87
500	4096	!	88
500	4096	!	89
500	4096	!	90
500	4096	!	91
500	4096	!	92
500	4096	!	93
500	4096	!	94
500	4096	!	95

