700	4096	!	0
700	4096	!	1
700	4096	!	2
700	4096	!	3
700	4096	!	4
700	4096	!	5
700	4096	!	6
700	4096	!	7
700	4096	!	8
700	4096	!	9
700	4096	!	10
700	4096	!	11
700	4096	!	12
700	4096	!	13
700	4096	!	14
700	4096	!	15
700	4096	!	16
700	4096	!	17
700	4096	!	18
700	4096	!	19
700	4096	!	20
700	4096	!	21
700	4096	!	22
700	4096	!	23
700	4096	!	24
700	4096	!	25
700	4096	!	26
700	4096	!	27
700	4096	!	28
700	4096	!	29
700	4096	!	30
700	4096	!	31
700	4096	!	32
700	4096	!	33
700	4096	!	34
700	4096	!	35
700	4096	!	36
700	4096	!	37
700	4096	!	38
700	4096	!	39
700	4096	!	40
700	4096	!	41
700	4096	!	42
700	4096	!	43
700	4096	!	44
700	4096	!	45
700	4096	!	46
700	4096	!	47
700	4096	!	48
700	4096	!	49
700	4096	!	50
700	4096	!	51
700	4096	!	52
700	4096	!	53
700	4096	!	54
700	4096	!	55
700	4096	!	56
700	4096	!	57
700	4096	!	58
700	4096	!	59
700	4096	!	60
700	4096	!	61
700	4096	!	62
700	4096	!	63
700	4096	!	64
700	4096	!	65
700	4096	!	66
700	4096	!	67
700	4096	!	68
700	4096	!	69
700	4096	!	70
700	4096	!	71
700	4096	!	72
700	4096	!	73
700	4096	!	74
700	4096	!	75
700	4096	!	76
700	4096	!	77
700	4096	!	78
700	4096	!	79
700	4096	!	80
700	4096	!	81
700	4096	!	82
700	4096	!	83
700	4096	!	84
700	4096	!	85
700	4096	!	86
700	4096	!	87
700	4096	!	88
700	4096	!	89
700	4096	!	90
700	4096	!	91
700	4096	!	92
700	4096	!	93
700	4096	!	94
700	4096	!	95

