0.00e+00  1.60e+01  0.00e+00  2.50e-01  
1.68e+02  0.00e+00  3.13e+00  0.00e+00  
1.66e+02  1.50e+01  3.35e+00  2.58e-01  
1.65e+02  7.00e+00  3.58e+00  3.78e-01  
1.63e+02  8.00e+00  3.81e+00  3.54e-01  
1.61e+02  3.80e+01  4.05e+00  1.62e-01  
1.59e+02  1.84e+02  4.38e+00  7.37e-02  
1.56e+02  7.70e+01  4.67e+00  1.14e-01  
1.54e+02  1.00e+02  4.98e+00  1.00e-01  
1.51e+02  5.00e+00  5.24e+00  4.47e-01  
1.48e+02  1.17e+02  5.57e+00  9.25e-02  
1.45e+02  2.13e+02  5.83e+00  6.85e-02  
1.42e+02  2.16e+02  6.20e+00  6.80e-02  
1.38e+02  2.19e+02  6.46e+00  6.76e-02  
1.35e+02  2.33e+02  6.86e+00  6.55e-02  
1.31e+02  1.91e+02  7.25e+00  7.24e-02  
