 141	144	5.98833	158.575
136	139	5.96498	162.55
129	133	5.95331	166.703
129	144	5.97665	158.946

141	144	6.28016	158.907
136	139	6.25681	163.15
129	133	6.23346	168.454
129	144	6.26848	159.649

141	144	6.607	159.061
136	139	6.607	163.585
129	133	6.56031	168.492
129	144	6.607	159.93

141	144	6.93385	159.15
136	139	6.92218	163.7
129	133	6.89883	169.246
129	144	6.93385	160.377

141	144	7.90272	159.572
136	139	7.85603	164.211
129	133	7.84436	169.796
129	144	7.8677	161.093
