685.0	0
891.0	1
1200.0	2
1585.0	3
1800.0	4
2253.0	5
2826.0	6
3357.0	7
4193.0	8
5021.0	9
5899.0	10
6913.0	11
8083.0	12
9026.0	13
8589.0	14
8040.0	15
4896.0	16
6421.0	17
8685.0	18
10434.0	19
12573.0	20
14350.0	21
15463.0	22
15762.0	23
15346.0	24
13891.0	25
11751.0	26
9449.0	27
7589.0	28
5914.0	29
4035.0	30
2648.0	31
750.0	32
885.0	33
1072.0	34
1481.0	35
1886.0	36
2074.0	37
2616.0	38
3084.0	39
3711.0	40
4292.0	41
5047.0	42
5649.0	43
6502.0	44
7054.0	45
6750.0	46
6302.0	47
4984.0	48
6288.0	49
7959.0	50
9555.0	51
11054.0	52
12222.0	53
13026.0	54
13019.0	55
12252.0	56
10737.0	57
9195.0	58
7311.0	59
6028.0	60
4547.0	61
3091.0	62
1973.0	63
