234	0
200	1
200	2
200	3
200	4
205	5
213	6
196	7
187	8
213	9
203	10
192	11
209	12
217	13
280	14
199	15
233	16
230	17
233	18
224	19
253	20
247	21
247	22
209	23
223	24
208	25
205	26
224	27
209	28
223	29
242	30
204	31
100	32
100	33
100	34
100	35
100	36
100	37
100	38
100	39
100	40
100	41
100	42
100	43
100	44
100	45
100	46
100	47
100	48
100	49
100	50
100	51
100	52
100	53
100	54
100	55
100	56
100	57
100	58
226	59
213	60
198	61
225	62
100	63
200	64
200	65
200	66
200	67
200	68
200	69
200	70
200	71
200	72
200	73
200	74
200	75
200	76
200	77
200	78
200	79

