2364.0	0
3036.0	1
3892.0	2
4778.0	3
5902.0	4
7362.0	5
9336.0	6
11230.0	7
13594.0	8
16458.0	9
19270.0	10
22824.0	11
26176.0	12
29078.0	13
28332.0	14
26808.0	15
14042.0	16
18590.0	17
23766.0	18
30146.0	19
36840.0	20
42538.0	21
46696.0	22
49754.0	23
48832.0	24
45814.0	25
40264.0	26
34016.0	27
27704.0	28
21354.0	29
15050.0	30
10562.0	31
2432.0	32
2882.0	33
3830.0	34
4612.0	35
5560.0	36
7280.0	37
8354.0	38
9926.0	39
12160.0	40
13896.0	41
16632.0	42
19224.0	43
21532.0	44
23318.0	45
22522.0	46
20284.0	47
13722.0	48
17910.0	49
22390.0	50
27086.0	51
31904.0	52
35974.0	53
39198.0	54
39986.0	55
38372.0	56
35186.0	57
30482.0	58
25396.0	59
20686.0	60
15526.0	61
10748.0	62
6790.0	63
