544	0
4096	1
4096	2
4096	3
4096	4
555	5
478	6
490	7
4096	8
4096	9
511	10
559	11
492	12
512	13
534	14
526	15
424	16
509	17
443	18
461	19
475	20
456	21
4096	22
441	23
471	24
494	25
479	26
435	27
376	28
473	29
438	30
421	31
457	32
456	33
4096	34
479	35
481	36
428	37
429	38
436	39
4096	40
4096	41
4096	42
4096	43
4096	44
4096	45
4096	46
4096	47
481	48
496	49
483	50
543	51
476	52
478	53
452	54
485	55
468	56
491	57
441	58
486	59
498	60
453	61
538	62
440	63
4096	64
4096	65
4096	66
4096	67
4096	68
4096	69
4096	70
4096	71
4096	72
4096	73
4096	74
4096	75
4096	76
4096	77
4096	78
4096	79

