665	0
4096	1
4096	2
4096	3
4096	4
685	5
591	6
606	7
654	8
4096	9
637	10
700	11
605	12
637	13
660	14
650	15
527	16
626	17
547	18
565	19
584	20
561	21
4096	22
545	23
574	24
615	25
586	26
540	27
487	28
583	29
532	30
519	31
567	32
573	33
4096	34
610	35
597	36
533	37
531	38
541	39
4096	40
4096	41
4096	42
4096	43
4096	44
4096	45
4096	46
4096	47
1045	48
1085	49
1074	50
1230	51
1050	52
1058	53
1005	54
1059	55
1046	56
1104	57
998	58
1024	59
1088	60
1020	61
1200	62
1028	63
4096	64
4096	65
4096	66
4096	67
4096	68
4096	69
4096	70
4096	71
4096	72
4096	73
4096	74
4096	75
4096	76
4096	77
4096	78
4096	79

