681	0
4096	1
4096	2
4096	3
4096	4
723	5
652	6
635	7
693	8
4096	9
4096	10
737	11
650	12
698	13
712	14
699	15
607	16
679	17
609	18
618	19
715	20
617	21
4096	22
615	23
618	24
666	25
621	26
626	27
521	28
637	29
599	30
579	31
566	32
572	33
4096	34
609	35
595	36
533	37
529	38
542	39
4096	40
4096	41
4096	42
4096	43
4096	44
4096	45
4096	46
4096	47
589	48
611	49
596	50
675	51
586	52
590	53
559	54
595	55
576	56
609	57
549	58
589	59
613	60
562	61
664	62
549	63
4096	64
4096	65
4096	66
4096	67
4096	68
4096	69
4096	70
4096	71
4096	72
4096	73
4096	74
4096	75
4096	76
4096	77
4096	78
4096	79

